编号,类别,处理方式,首次出现,出现次数,中文,English
1106,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:301,2,(?:请|帮我|麻烦|给我|我要|我想|需要)+,please / help me / could you / for me / I want / I'd like / I need
1107,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:302,1,(?:生成|写|做|制作|起草|出)一?[份个篇]?,create / write / make / draft / put together
1108,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:303,1,(?:的)?(?:word|docx|pdf|excel|文档|文件|报告文档),Word / DOCX / PDF / Excel / document / file / report document
1109,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:336,1,上一次|上次|之前|刚才|前面|先前|你的错误|你出错|你是谁|你自己|我们(?:刚|之前)|上面|这段|以上,last time / before / just now / earlier / your mistake / you made an error / who are you / yourself / we just / we previously / above / this passage
1110,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:340,1,(?:写|生成|做|制作|起草|出|拟)一?[份个篇]?,write / create / make / draft / put together
1111,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:341,1,(?:保存为|另存为|存为|保存成|导出为)\s*\S+,save as / export as [filename]
1112,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:342,1,(?:的)?(?:word|docx|pdf|excel|markdown|文档|文件),Word / DOCX / PDF / Excel / Markdown / document / file
1113,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:343,1,[：:\n]|\d[.、)]|[①②③④⑤]|要点|包括|包含|内容是|内容有|分为|第一|首先,colon / line break / numbered list / key points / include / contains / the content is / divided into / first / to start with
1114,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:403,1,并且|另外|同时|顺便,and / also / at the same time / while you're at it
1115,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:403,1,你是谁|你叫什么,who are you / what's your name
1116,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:413,1,"提取(.+?)(?:五项|几项|这几项|等)?(?:事实|信息|字段|内容)?[，,。]","extract [fields], optionally followed by “five items”, “a few items”, “facts”, “information”, or “content”"
1117,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:416,1,"[、,，和及与]",comma / and / with
1118,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:493,1,（数字待核对）,(numbers need checking)
1119,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:523,1,"^(?:请|帮我|麻烦)?(?:记一下|记下来|记下|记录一下|记录|备忘|做个笔记|记个笔记|帮我记)[：:，,\s]*",please make a note / jot this down / record this / take a note / note this for me
1120,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:524,1,记住|长期|以后都|记忆,remember / long term / from now on / memory
1121,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:526,1,"^(?:请|帮我)?(?:长期)?记住[：:，,\s]*",please remember / remember this long term
1122,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:557,1,"(?:取消|删除|删掉).{0,4}提醒",cancel / delete / remove a reminder
1123,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:573,1,"(?:查看|列出|有哪些|有什么).{0,4}提醒",view / list reminders / what reminders do I have
1124,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:58,1,(?:转|另存|导出|生成|保存|写)(?:换|存)?(?:成|为|到|一?份)?\s*(pdf|word|docx|excel|xlsx|csv|txt|markdown|md|纯文本),convert / save / export / create / write as PDF / Word / DOCX / Excel / XLSX / CSV / TXT / Markdown / MD / plain text
1125,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:593,1,"本地|文件夹|工作目录|哪个文件|有没有.{0,10}文件|找.{0,6}文件|文件里",local / folder / working folder / which file / is there a file / find a file / in the file
1126,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:595,1,找一下|找找|搜索|搜一下|查一下|查询|查查|本地|文件夹|工作目录|有没有|哪个文件|的文件|文件|帮我|请|关于|有关|相关|叫做|名叫|一下|里面|里的|的,find / look for / search / look up / local / folder / working folder / is there / which file / file / help me / please / about / related to / called / named / inside / in
1127,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:614,1,今日|今天|最新|实时|当前|现在|昨天|本周|这周|最近,today / latest / real-time / current / now / yesterday / this week / recently
1128,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:614,1,价格|行情|走势|汇率|新闻|天气|股价|币价|多少钱|报价|发生|消息,price / market data / trend / exchange rate / news / weather / stock price / crypto price / how much / quote / happened / update
1129,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:643,1,忘掉|忘记|删掉|删除|不要再记,forget / delete / remove / stop remembering
1130,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:645,1,忘掉|忘记|删掉|删除|不要再记|记忆|关于|的|这条|那条|吧|请|帮我,forget / delete / remove / stop remembering / memory / about / this one / that one / please / help me
1131,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:657,1,我(?:之前|以前|上次|曾经)(?:说过|提过|让你记)|你(?:还)?记得|你记住了什么|我的|是什么|什么|吗|呢|请|帮我,what I said / mentioned / asked you to remember before; do you remember / what have you remembered / my / what is / what / please / help me
1132,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:674,1,"(?:翻译|译|翻)(?:成|为|到|一下)?\s*([\u4e00-\u9fffA-Za-z]{2,6}?(?:文|语|语言|english|chinese))",translate into / translate to [language]
1133,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:677,1,(英文|英语|中文|日语|日文|韩语|法语|德语)怎么说|用(英文|英语|中文|日语|法语|德语)(?:说|写|表达),how do you say this in English / Chinese / Japanese / Korean / French / German; say / write / express it in [language]
1134,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:681,1,(?:成|为|到)\s*,into / to / as
1135,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:688,2,(?:请|帮我|麻烦|给我|能不能|可以)+,please / help me / could you / for me / can you / would you
1136,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:689,1,(?:把|将)?(?:这段|下面|以下|这句|这个|下面这段|下面的|以下内容)?(?:话|内容|文字|文本)?,this passage / the following / this sentence / this / the text below / this content / this text
1137,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:690,1,"(?:翻译|译|翻)(?:成|为|到|一下|下)?\s*(?:[\u4e00-\u9fff]{1,4}(?:文|语)|english|chinese)?",translate / translate this / translate into [language]
1138,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:75,1,"提醒我|提醒一下|设个闹钟|定个闹钟|闹钟|(?:取消|删除|删掉|查看|列出|有哪些|有什么).{0,4}提醒",remind me / set an alarm / alarm / cancel / delete / view / list reminders / what reminders do I have
1139,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:76,1,"我(?:之前|以前|上次|曾经)(?:说过|提过|让你记)|你(?:还)?记得|你记住了什么|你记了什么|我的(?:偏好|习惯|要求)是|忘掉|忘记|删掉.{0,6}记忆|不要再记",what I said / mentioned / asked you to remember before; do you remember / what have you remembered / what did you save / my preferences / habits / requirements; forget / delete a memory / stop remembering
1140,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:762,1,(?:上面|这段|刚才|以上|上一条|你刚|那段|的|话|内容|这|段|那|句|文字)+,above / this passage / just now / the previous reply / what you just said / that passage / those words / this content / that sentence / the text
1141,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:764,2,上面|这段|刚才|以上|上一条|你刚,above / this passage / just now / the previous reply / what you just said
1142,中文输入识别规则,不翻译。英文包另加英文规则或交给模型解析,lulu/skills.py:77,2,^(?:请|帮我|麻烦)?(?:记一下|记下来|记下|记录一下|记录|备忘|做个笔记|记个笔记|记住|长期记住|帮我记),please make a note / jot this down / record this / remember / remember this long term / note this for me
